pmid,title,journal,year,article_type,is_case_report,country,decision,reason_code,ae_topic,bucket,reviewer
39755645,"Comparison of new secondgeneration H1 receptor blockers with some molecules; a study involving DFT, molecular docking, ADMET, biological target and activity.",BMC chemistry,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
39769219,Mechanisms of Aluminum Toxicity Impacting Root Growth in Shatian Pomelo.,International journal of molecular sciences,2024,other,False,NR,exclude,R6_food_materials,,,R-A
39773343,Integrative application of licorice root extract and melatonin improves faba bean growth and production in Cd-contaminated saline soil.,BMC plant biology,2025,other,False,NR,exclude,R6_food_materials,,,R-A
39776708,A Comparison of the Efficacy of High-Dose Vitamin C Infusion and Thiamine (Vitamin B1) Infusion in Patients With Sepsis: A Prospective Randomized Controlled Trial.,Cureus,2024,clinical trial,False,NR,exclude,R4_efficacy,,,R-A
39777359,Oxygen is toxic in the cold in ,Frontiers in physiology,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
39779785,Antioxidant Responses in Chromium-Stressed Maize as Influenced by Foliar and Root Applications of Fulvic Acid.,Scientific reports,2025,other,False,NR,exclude,R6_food_materials,,,R-A
39781215,Evaluating the potential of ,3 Biotech,2025,other,False,NR,exclude,R6_food_materials,,,R-A
39798309,Linoleic acid alleviates aluminum toxicity by modulating fatty acid composition and redox homeostasis in wheat (Triticum aestivum) seedlings.,Journal of hazardous materials,2025,other,False,NR,exclude,R6_food_materials,,,R-A
39807999,Dietary Compounds in the Prevention of Arsenic Induced Intestinal Toxicity ,Journal of medicinal food,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
39809261,Investigation of the effects of silymarin and vitamin C on kidney damage and aquaporin-2 downregulation in lithium-induced nephrogenic diabetes insipidus in rats.,Drug and chemical toxicology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
39811592,Histological Assessment of Systemic Toxicity Induced by Zinc oxide Nanoparticles and the Prophylactic Potency of Ascorbate in Albino Rats.,Journal of microscopy and ultrastructure,2024,other,False,NR,exclude,R1_animal_invitro,,,R-A
39811711,Chloroplast antioxidant reactions associated with zinc-alleviating effects on iron toxicity in wheat seedlings.,Photosynthetica,2024,other,False,NR,exclude,R6_food_materials,,,R-A
39812165,"Role of syringic acid in enhancing growth, photosynthesis, and antioxidant defense in lettuce exposed to arsenic stress.",Physiologia plantarum,2025,other,False,NR,exclude,R6_food_materials,,,R-A
39813760,Impact of iron oxide nanoparticles on cadmium toxicity mitigation in Brassica napus.,Plant physiology and biochemistry : PPB,2025,other,False,NR,exclude,R6_food_materials,,,R-A
39820563,Potential Therapeutic Effect of Vitamin C on Methotrexate- Induced Damage in the Cerebral Cortex.,Pakistan journal of biological sciences : PJBS,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
39828778,Proteomic analysis reveals the roles of silicon in mitigating glyphosate-induced toxicity in Brassica napus L.,Scientific reports,2025,other,False,NR,exclude,R6_food_materials,,,R-A
39845591,Reducing opioid consumption levels post-operatively following gastrointestinal surgery - A systematic review of randomized trials.,Surgery in practice and science,2022,review/meta-analysis,False,NR,exclude,R5_not_subject,,,R-A
39845792,Safety of combined drug use in patients with cardiovascular and cerebrovascular diseases: an analysis based on the spontaneous reporting database of adverse drug reactions in Hubei Province.,Frontiers in pharmacology,2024,pharmacovigilance/database,False,China,exclude,R5_not_subject,,,R-A
39847985,Efficacy of ascorbic acid coated quantum dots in alleviating lead-induced oxidative damage and enhancing growth parameters in rice (Oryza sativa L.) for sustainable cultivation.,Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS),2025,other,False,NR,exclude,R6_food_materials,,,R-A
39856982,Pomegranate Juices: Analytical and Bio-Toxicological Comparison of Pasteurization and High-Pressure Processing in the Development of Healthy Products.,"Foods (Basel, Switzerland)",2025,other,False,NR,exclude,R6_food_materials,,,R-A
39861409,Enhanced Vitamin C Delivery: A Systematic Literature Review Assessing the Efficacy and Safety of Alternative Supplement Forms in Healthy Adults.,Nutrients,2025,review/meta-analysis,False,NR,include,,tolerability/safety of vit C supplement forms; review,no_problem,R-A + R-B (adjudicated)
39861765,Water-Soluble Vitamins: Hypo- and Hypervitaminosis in Pediatric Population.,Pharmaceutics,2025,review/meta-analysis,False,NR,include,,hypervitaminosis / toxicity overview (incl vit C); review,no_problem,R-A + R-B (adjudicated)
39878424,"""Is oral antioxidant (Vit C & E) helpful in minimizing shock wave induced renal damage? A study from a tertiary care Center from eastern India"" A prospective study.",Urologia,2025,cohort/observational,False,India,include,,renal damage post-ESWL (antioxidants incl vit C); reassuring,no_problem,R-A + R-B (adjudicated)
39884000,Pharmacological ascorbate combined with rucosopasem selectively radio-chemo-sensitizes NSCLC via generation of H,Redox biology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
39909288,The role of nitric oxide and nitrogen in mediating copper stress in Brassica juncea L.,Plant science : an international journal of experimental plant biology,2025,other,False,NR,exclude,R6_food_materials,,,R-A
39914626,Effects of hypoxia and iron on ascorbic acid-mediated cytotoxicity in prostate cancer cell lines.,Toxicology and applied pharmacology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
39923420,"New insights into the responses of phosphite, as a plant biostimulator, on PSII photochemistry, gas exchange, redox state and antioxidant system in maize plants under boron toxicity.",Plant physiology and biochemistry : PPB,2025,other,False,NR,exclude,R6_food_materials,,,R-A
39923565,Oxidative potential determines the oxidative stress and ferroptotic toxicity of airborne particulate matter on pulmonary epithelial cells.,Ecotoxicology and environmental safety,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
39923574,Application of iron on improving antimony tolerance in Salvia spinosa.,Ecotoxicology and environmental safety,2025,other,False,NR,exclude,R6_food_materials,,,R-A
39938071,Vitamin C protects against doxorubicin-induced skeletal muscle atrophy: role of oxidative stress.,Canadian journal of physiology and pharmacology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
39941102,Synergistic Effects of a Novel Combination of Natural Compounds Prevent H,International journal of molecular sciences,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
39942850,"Vitamin C: A Comprehensive Review of Its Role in Health, Disease Prevention, and Therapeutic Potential.","Molecules (Basel, Switzerland)",2025,review/meta-analysis,False,NR,include,,vitamin C safety/deficiency overview; review,no_problem,R-A + R-B (adjudicated)
39948448,"Toxicity of copper oxide nanoparticles in barley: induction of oxidative stress, hormonal imbalance, and systemic resistances.",BMC plant biology,2025,other,False,NR,exclude,R6_food_materials,,,R-A
39959351,Physiological and molecular mechanisms of exogenous salicylic acid in enhancing salt tolerance in tobacco seedlings by regulating antioxidant defence system and gene expression.,Frontiers in plant science,2025,other,False,NR,exclude,R6_food_materials,,,R-A
39961474,The potential role of ascorbic acid in attenuating infertility induced by emamectin benzoate via suppressing oxidative stress and ameliorating sperm count in male rats.,"Reproductive toxicology (Elmsford, N.Y.)",2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
39966256,Taurine decreases arsenic and microplastic toxicity in broccoli (Brassica oleracea L.) through functional and microstructural alterations.,"Biometals : an international journal on the role of metal ions in biology, biochemistry, and medicine",2025,other,False,NR,exclude,R6_food_materials,,,R-A
39970567,24-epibrassinolide promotes resilience against arsenic stress via modulating amino acid profiles and mRNA abundance of CYP450 and MRP genes in Zea mays L.,Plant physiology and biochemistry : PPB,2025,other,False,NR,exclude,R6_food_materials,,,R-A
39973005,Lanthanum supplementation with abscisic acid modulates rhizosphere dynamics through changes in nitric oxide synthesis in wheat.,Physiologia plantarum,2025,other,False,NR,exclude,R6_food_materials,,,R-A
39986144,"Chronic toxic effects of silver nanoparticles on Chlamydomonas reinhardtii: Photosynthesis, antioxidation and internalization.",Journal of environmental management,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
39991011,Correction to: Exploring the potential of selenium nanoparticles and fabricated selenium nanoparticles @vitamin C nanocomposite in mitigating nicotine-induced testicular toxicity in rats.,Toxicology research,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
39993618,"Early life imidacloprid and copper exposure affects the gut microbiome, metabolism, and learning ability of honey bees (Apis mellifera).",Environmental research,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
39996602,"Efficacy of 1 L Polyethylene Glycol Plus Ascorbic Acid With Linaclotide Versus Senna for Bowel Preparation: A Multicenter, Endoscopist-Blinded, Randomized Controlled Trial (Apple Trial).",The American journal of gastroenterology,2025,clinical trial,False,Japan,include,,bowel prep adverse events (PEG-ascorbic acid); reassuring,no_problem,R-A + R-B (adjudicated)
40000937,Evaluation of the molecular mechanism underlying proline metabolic and catabolic pathways and some morpho-physiological traits of tobacco (Nicotiana tabacum L.) plants under arsenic stress.,BMC plant biology,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40010201,Ubiquitin-conjugating enzyme gene SgUBC2 confers manganese tolerance in Stylosanthes guianensis through antioxidant defense augmentation and manganese-responsive gene regulation.,Plant physiology and biochemistry : PPB,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40020477,Antioxidants against oxidative stress induced by sodium fluoride toxicity in murine models: A systematic review.,Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS),2025,review/meta-analysis,False,NR,exclude,R1_animal_invitro,,,R-A
40021713,Beneficial effects of pleuran on asthma control and respiratory tract-infection frequency in children with perennial asthma.,Scientific reports,2025,clinical trial,False,NR,exclude,R4_efficacy,,,R-A
40054159,Effect of temperature on the physiology and phytoremediation capacity of Spirodela polyrhiza exposed to atrazine and S-metolachlor.,"Aquatic toxicology (Amsterdam, Netherlands)",2025,other,False,NR,exclude,R6_food_materials,,,R-A
40054354,Assessment of the mechanism of combined toxicity of imidacloprid and triadimefon to Secale cereale L. seedlings under freeze-thaw cycle conditions.,Journal of environmental management,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40054557,A gut bacterial supplement for Asian honey bee (Apis cerana) enhances host tolerance to nitenpyram: Insight from microbiota-gut-brain axis.,Environmental research,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40056744,Hydrogen sulfide enhances cadmium tolerance in oilseed rape roots by augmenting glutathione-mediated antioxidant defense and ROS homeostasis.,Ecotoxicology and environmental safety,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40058624,Acute ivermectin toxicity on skin and brain tissue of adult albino rats: Evaluation of the role of Flumazenil and Vitamin C as new treatment modalities.,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40090076,Silicon alleviates aluminum-induced inhibition of photosynthetic and growth attributes in rice by modulating competitive pathways between ethylene and polyamines and activating antioxidant defense.,Plant physiology and biochemistry : PPB,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40104286,Ascorbic acid exhibits more of a protective effect than estradiol against nephrotoxicity induced by malathion in rats: a histopathological and molecular docking study.,Turkish journal of medical sciences,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40113111,Artichoke water extract protects against Lead-induced hepatotoxicity by activating Nrf2 signaling and inhibiting NLRP3/caspase-1/GSDMD-mediated pyroptosis.,Journal of ethnopharmacology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40133804,Acute oxalate nephropathy due to yellow rice wine: a case report.,BMC nephrology,2025,case report,True,NR,exclude,R5_not_subject,,,R-A
40135237,"Fuzheng Huayu tablets for treating pulmonary fibrosis in post-COVID-19 patients: a multicenter, randomized, double-blind, placebo-controlled trial.",Frontiers in pharmacology,2025,clinical trial,False,China,exclude,R5_not_subject,,,R-A
40143144,Usage Frequency and Ecotoxicity of Skin Depigmenting Agents.,"Pharmaceuticals (Basel, Switzerland)",2025,other,False,NR,exclude,R6_food_materials,,,R-A
40161109,Role of Antioxidant Supplementation in Enhancing Chelation Therapy for Lead-Induced Oxidative Stress in Rats.,Cureus,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40173140,Selective toxicity of ascorbic acid and hydrogen peroxide on human tenon cells without harming scleral cells in vitro: A possible alternative to non-selective mitomycin C?,PloS one,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40180024,Selenium supplementation protects cancer cells from the oxidative stress and cytotoxicity induced by the combination of ascorbate and menadione sodium bisulfite.,Free radical biology & medicine,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40185262,"Novel combinational nanomedicines, liposomes, to tackle breast cancer.",Journal of microencapsulation,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40188531,Synergistic effects of Fe,Plant physiology and biochemistry : PPB,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40196846,Cell protective effects of vitamin C against oxidative stress induced by ciprofloxacin on spermatogenesis: involvement of cellular apoptosis.,Frontiers in cell and developmental biology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40197064,"Comparison of Visual Acuity Outcomes of Enhanced Monofocal Versus Standard Monofocal Intraocular Lenses from a Randomized, Multicenter, Active-Controlled Trial.","Journal of refractive surgery (Thorofare, N.J. : 1995)",2025,clinical trial,False,NR,exclude,R5_not_subject,,,R-A
40199164,"Microplastics impacts the toxicity of antibiotics on Pinellia ternata: An exploration of their effects on photosynthesis, oxidative stress homeostasis, secondary metabolism, the AsA-GSH cycle, and metabolomics.",Plant physiology and biochemistry : PPB,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40205533,A case report of late-onset central toxic keratopathy following femtosecond laser-assisted in situ keratomileus.,BMC ophthalmology,2025,case report,True,NR,exclude,R5_not_subject,,,R-A
40223322,Curious case of severe scurvy.,Nutrition in clinical practice : official publication of the American Society for Parenteral and Enteral Nutrition,2025,case report,True,NR,exclude,R2_no_ae,scurvy (vitamin C deficiency),,R-A + R-B (adjudicated)
40228426,"Treatment of ulcerative colitis by sustained release curcumin pellets coated with ethyl ascorbic acid; in-vitro, in-vivo, and in-silico analysis.","Colloids and surfaces. B, Biointerfaces",2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40235961,Ascorbic Acid and Esketamine for Mental Disorders in Women with Miscarriage: A Randomized Controlled Double-Blind Trial Protocol.,Neuropsychiatric disease and treatment,2025,clinical trial,False,China,exclude,R4_efficacy,,,R-A
40245917,Impact of Vitamin C on Immune Response and Edema Following Near-Infrared Photoimmunotherapy (NIR-PIT).,Cancer science,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40263233,Integrated morpho-physiological and biochemical description of the mechanisms leading stress responses in cyanobacteria (Arthrospira platensis) upon exposure to Erythromycin.,"Ecotoxicology (London, England)",2025,other,False,NR,exclude,R6_food_materials,,,R-A
40269974,"Early administration of vitamin C in patients with sepsis or septic shock in emergency departments: a multicenter, double-blind, randomized controlled trial: the C-EASIE trial.","Critical care (London, England)",2025,clinical trial,False,Belgium,include,,"safety in sepsis RCT (SOFA, mortality); reassuring",no_problem,R-A + R-B (adjudicated)
40279840,"Endogenous salicylic acid contributes to cadmium tolerance in Monochoria korsakowii through upregulation of photosynthetic efficiency, antioxidant capacity, and chelators accumulation.",Plant physiology and biochemistry : PPB,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40284237,SunGold Kiwifruit and Psychological Health (GoKiPH): A Randomised Controlled Crossover Trial.,Nutrients,2025,clinical trial,False,NR,exclude,R4_efficacy,,,R-A
40287504,Co-application of potassium and thiourea for mitigating salinity stress in wheat seedlings.,Scientific reports,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40290037,Multidisciplinary Integrative Medicine Approach for Cancer Patients: A Multicenter Retrospective Study.,Nutrients,2025,cohort/observational,False,Italy,exclude,R5_not_subject,,,R-A
40294460,Gene-dose effect of the glutathione biosynthesis gene on ascorbate deficiency in mice.,Biochemical and biophysical research communications,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40295382,TiO,Plant cell reports,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40301046,Vitamin C Deficiency Megaloblastic Anemia Mimicking Hemolytic Anemia.,"Internal medicine (Tokyo, Japan)",2025,case report,True,Japan,exclude,R2_no_ae,scurvy (vitamin C deficiency),,R-A + R-B (adjudicated)
40304379,Application of glycine betaine loaded chitosan nanoparticles mitigates lead toxicity and promotes plant growth in wheat.,International journal of phytoremediation,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40328069,Integrative use of biochar and biostimulants improves cadmium detoxification and yield in cotton.,The Science of the total environment,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40329486,Attenuating effects of vitamin C on lead (Pb)-induced toxicological and endocrine responses in male Wistar rats.,Journal of toxicology and environmental health. Part A,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40333605,Therapeutic Effects of Edible Desert Truffle Specie (,Journal of medicinal food,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40334420,"Metabolomic, biochemical, and cytological observations reveal β-Pinene's protective effects against cadmium toxicity in salt-tolerant rice.",Journal of environmental management,2025,other,False,China,exclude,R6_food_materials,,,R-A
40397471,Self-assembled structures of ascorbic acid derivatives: encapsulation properties and controlled drug delivery applications.,Expert opinion on drug delivery,2025,review/meta-analysis,False,NR,exclude,R2_no_ae,,,R-A
40400032,Ascorbic acid and microcirculation in cardiothoracic surgery: a pilot feasibility trial and matched cohort study.,Journal of cardiothoracic surgery,2025,clinical trial,False,NR,include,,"microcirculation / AKI, vasoplegia (IV ascorbic acid); reassuring",no_problem,R-A + R-B (adjudicated)
40403294,Identifying Kidney Stone Risk Factors Through Patient Experiences With a Large Language Model: Text Analysis and Empirical Study.,Journal of medical Internet research,2025,other,False,China,exclude,R2_no_ae,,,R-A
40415046,ARFID and a twist of lime- unravelling a case of paediatric scurvy.,European journal of clinical nutrition,2025,case report,True,NR,exclude,R2_no_ae,scurvy (vitamin C deficiency),,R-A + R-B (adjudicated)
40423458,Metabolite Monomethyl Phthalate (MMP) Induces Oxidative Damage in Rat Erythrocytes: Role of Vitamins C and E.,Toxics,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40434909,"Bait, not reward: CO","Plant biology (Stuttgart, Germany)",2025,other,False,NR,exclude,R6_food_materials,,,R-A
40436297,Study on the alleviation of reactive oxygen species-mediated flunitrazepam toxicity in zebrafish (Danio rerio) by vitamin C and its mechanism.,Comparative biochemistry and physiology. Toxicology & pharmacology : CBP,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40437399,Eco-friendly role of serratia marcescens and pseudomonas fluorescens in enhancing rice growth and mitigating cadmium toxicity via uptake modulation and antioxidant regulation.,BMC plant biology,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40437614,"Scurvy, all the faces you can see: our experience and review of the literature.",Italian journal of pediatrics,2025,case series,False,NR,exclude,R2_no_ae,scurvy (vitamin C deficiency),,R-A + R-B (adjudicated)
40437814,"2,4-Epibrassinolide Alleviates cd Toxicity in Vigna angularis by Boosting Antioxidant Defense, Detoxification, and Genome Stability.",Physiologia plantarum,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40443463,"Insight into polyethylene glycol-mediated physiochemical, nutritional, and antioxidative defense modulations in salt-stressed ",Physiology and molecular biology of plants : an international journal of functional plant biology,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40455783,"1',4'-trans-diol-ABA enhances the growth and physiological characteristics of rice (Oryza sativa L.) seedlings under salt stress.",PloS one,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40456190,Lead stress triggers the synthesis of protecting salicylic acid through polyamine accumulation in the Pb-resistant species Piptatherum miliaceum (L.) Cosson.,Chemosphere,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40461655,NAD,Nature biomedical engineering,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40462328,"Assessment of Zinc, Selenium and Vitamin C Status in Maternal and Umbilical Cord Blood of Intrapartum Women in Enugu Metropolis, Enugu State, Nigeria.",Nigerian journal of clinical practice,2025,cohort/observational,False,Nigeria,exclude,R2_no_ae,,,R-A
40462714,Impact of copper toxicity on physiological and biochemical parameters in ,International journal of phytoremediation,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40482763,"Unraveling the role of chrysin in mitigating cadmium toxicity in pepper by improving antioxidant defense, phytohormone biosynthesis and photosystem II and aquaporins related transcripts.","Environmental pollution (Barking, Essex : 1987)",2025,other,False,NR,exclude,R6_food_materials,,,R-A
40505393,Decoding PM,Journal of hazardous materials,2025,other,False,China,exclude,R3_reagent,,,R-A
40526584,Pulmonary hypertension secondary to vitamin C deficiency: A case report.,Archivos argentinos de pediatria,2025,case report,True,NR,exclude,R2_no_ae,scurvy (vitamin C deficiency),,R-A + R-B (adjudicated)
40527851,Co-occurrence of acute hemolytic anemia and methemoglobinemia in a 74-year-old female with G6PD deficiency: A case report.,Medicine,2025,case report,True,NR,exclude,R5_not_subject,,,R-A
40529491,The protective role of vitamin C against linezolid-induced hepato-renal toxicity in a rat model.,Frontiers in pharmacology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40543225,High-dose vitamin C blocks HOCl production by Myeloperoxidase: A potential therapeutic strategy.,Biochemical and biophysical research communications,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40549165,Antithrombotic Properties of Anthocyanin and Protein Extracts from Sweet Potatoes (Ipomoea batatas L.): Effect of Enzymatic Inactivation Treatments.,"Plant foods for human nutrition (Dordrecht, Netherlands)",2025,other,False,NR,exclude,R3_reagent,,,R-A
40582217,Epidermal and dermal cell-composed organospheres to assess microplastic-induced skin toxicity.,Biomaterials,2026,other,False,NR,exclude,R1_animal_invitro,,,R-A
40582524,Stimulant immobilized bioactive film of functionalized egg albumin blend for wound healing.,International journal of pharmaceutics,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40584106,Potential application of pig (,Frontiers in nutrition,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40586988,Alleviating cadmium-induced stress in maize: the role of zinc sulphate application on growth and biochemical responses.,Environmental science and pollution research international,2025,other,False,NR,exclude,R6_food_materials,,,R-A
40596723,Oxidative potential of PM,Scientific reports,2025,other,False,NR,exclude,R3_reagent,,,R-A
40602136,Smartphone-assisted Ce-POM/CuBTC peroxidase-like colorimetric detection of H,Food chemistry,2025,other,False,NR,exclude,R3_reagent,,,R-A
40604426,"Regulation of APX, SOD, and PAL genes by chitosan under salt stress in rapeseed (Brassica napus L.).",BMC plant biology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40607773,"Lead exposure in relation to gut homeostasis, microbiota, and metabolites.",Applied and environmental microbiology,2025,review/meta-analysis,False,NR,exclude,R2_no_ae,,,R-A
40611181,Public self-reported adverse experience and knowledge about use of herbal and dietary supplements.,BMC complementary medicine and therapies,2025,cohort/observational,False,Thailand,exclude,R5_not_subject,,,R-A
40613343,The importance of dietary history: A case of scurvy mimicking vasculitis.,Modern rheumatology case reports,2025,case report,True,NR,exclude,R2_no_ae,scurvy (vitamin C deficiency),,R-A + R-B (adjudicated)
40617570,Silica nanoparticles outperform sodium silicate in enhancing trivalent chromium resistance in rice through their physicochemical impacts on root apoplastic barriers.,Environmental research,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40624098,"Enhancing salinity tolerance in wheat: the role of synthetic Strigolactone (GR24) in modulating antioxidant enzyme activities, ion channels, and related gene expression in stress responses.",Scientific reports,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40628049,Vitamin C prevents nickel accumulation in rat brain through affecting its transport via serum albumin.,Biochemical and biophysical research communications,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40639086,Investigating the role of ketogenic diet and high-dose vitamin C in modulating doxorubicin toxicity in a murine breast cancer model.,Biochemical and biophysical research communications,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40664978,Protective role of nigella sativa oil and vitamins C and E against aflatoxin M,Scientific reports,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40678561,Integrative biochar and melatonin application mitigates lead toxicity in rice by modulating antioxidant activities and iron plaque formation and downregulating the expression of metal uptake genes.,Frontiers in plant science,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40681829,Efficient Microbial Production of Selenium Nanoparticles by Selenium-Tolerant Alcaligenes sp. HZ-9-3-3.,Current microbiology,2025,other,False,China,exclude,R1_animal_invitro,,,R-A
40691715,Deciphering the mitigating role of silicon on tomato seedlings under lambda cyhalothrin and difenoconazole coexposure.,Scientific reports,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40695099,"A systems approach to pigmentation control by ascorbic acid esterified with coconut oil-derived medium-chain fatty acids: Investigated via network pharmacology, molecular dynamics, elastic network and Markov state models.",Computational biology and chemistry,2025,other,False,NR,exclude,R2_no_ae,,,R-A
40704430,"Comparative Efficacy and Safety of 0.8-L Versus 2-L Polyethylene Glycol-Ascorbic Acid Solutions in Colonoscopy Preparation: A Prospective, Multicenter, Randomized, Controlled Trial.",Journal of gastroenterology and hepatology,2025,clinical trial,False,NR,include,,tolerability / AEs of PEG-ascorbic acid prep; reassuring,no_problem,R-A + R-B (adjudicated)
40708328,Vitamin C Versus Placebo in Pediatric Septic Shock (VITACiPS) - A Randomised Controlled Trial.,Journal of intensive care medicine,2026,clinical trial,False,NR,include,,safety in pediatric septic shock RCT; reassuring,no_problem,R-A + R-B (adjudicated)
40744593,Metabolomic and partial proteomic analyses of phosphine resistance in Sitophilus oryzae adults: Significant reduction in body weight after acquiring resistance.,Pesticide biochemistry and physiology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40749801,Tri-ortho-cresyl phosphate causes glucose intolerance and insulin resistance in mice by inducing oxidative stress.,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40753780,Vitamin C alleviates PM,Ecotoxicology and environmental safety,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40758532,Scurvy in Hospitalized Patients.,Cutis,2025,case series,False,NR,exclude,R2_no_ae,scurvy (vitamin C deficiency),,R-A + R-B (adjudicated)
40760540,When a diet is followed too strictly. Scurvy - An old disease in a modern gut: A case report.,Medicine,2025,case report,True,NR,exclude,R2_no_ae,scurvy (vitamin C deficiency),,R-A + R-B (adjudicated)
40765927,Efficacy of vitamin C with Fe supplementation in patients with iron deficiency anemia: a systematic review and meta-analysis.,"Blood vessels, thrombosis & hemostasis",2024,review/meta-analysis,False,NR,include,,adverse-event incidence (vit C + iron); reassuring,no_problem,R-A + R-B (adjudicated)
40770883,Expression of Glutathione Reductase 2-D (TaGR2-D) From Triticum aestivum Facilitates Arsenic Tolerance by Modulating GSH Pool and Arsenic Transporters in Transgenic Arabidopsis.,Physiologia plantarum,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40778631,Solution-Processed Multivalent Molybdenum Oxide Tailoring Band Alignment for Efficient Sb,"Small (Weinheim an der Bergstrasse, Germany)",2025,other,False,NR,exclude,R6_food_materials,,,R-A
40779847,"Integrated application of organic acids and earthworms improves rhizosphere microbiome, reduces health risks, and modulates proteomic and transcriptomic responses in rice (Oryza sativa L.) under aluminum stress.",Ecotoxicology and environmental safety,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40798982,Scurvy in a Patient with Crohn's Disease: A Case Report.,Current rheumatology reviews,2026,case report,True,NR,exclude,R2_no_ae,scurvy (vitamin C deficiency),,R-A + R-B (adjudicated)
40802664,Effects of Baobab fruit powder on gut and cardiometabolic health in obesity-Protocol for a randomised placebo-controlled trial.,PloS one,2025,clinical trial,False,NR,exclude,R4_efficacy,,,R-A
40804797,Integrating rice straw biochar with malic acid and exopolysaccharides-producing ,International journal of phytoremediation,2026,other,False,NR,exclude,R1_animal_invitro,,,R-A
40805731,Bamboo Biochar and Sodium Silicate Alleviate Oxybenzone-Induced Phytotoxicity via Distinct Mechanisms for Sustainable Plant Protection.,"Plants (Basel, Switzerland)",2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
